ORI1,ORI2,ORI3,ENV1,ENV2,CLA1,CLA2,CLA3,EXC1,EXC2,EXC3,NEW1,NEW2,INF1,INF2,INF3,PRICE
0.8642827528754075,0.5844320066067141,0.4140339966564575,0.9615360696643757,0.9012126865797924,1.027218076293663,0.8816956882339572,-0.0461650082834523,0.27224295191555326,0.5209991708210246,1.0695066335075918,0.33653606966437594,1.5262126865798011,0.14288971808470688,0.9886608623633192,0.7311981757961435,-7.72388059711826e-06
0.3650497512437817,0.0,0.0,0.060323383084571275,0.0,0.6094527363184061,0.0,0.0,-0.5230099502487504,0.0,0.0,-1.1896766169154072,0.0,-0.7170398009950548,0.0,0.0,-7.723880597018599e-06
0.36504975124378136,0.0,0.0,0.060323383084572926,0.0,0.6094527363184069,0.0,0.0,-0.523009950248751,0.0,0.0,-1.1896766169154072,0.0,0.0,0.5516169154228444,0.0,-7.723880596979642e-06
0.3650497512437793,0.0,0.0,0.06032338308457405,0.0,0.6094527363184084,0.0,0.0,-0.5230099502487507,0.0,0.0,-1.189676616915407,0.0,0.0,0.0,0.16542288557214177,-7.723880596993876e-06
0.3650497512437828,0.0,0.0,0.06032338308457423,0.0,0.6094527363184059,0.0,0.0,-0.5230099502487519,0.0,0.0,0.0,1.18967661691541,-0.7170398009950537,0.0,0.0,-7.723880597074322e-06
0.3650497512437823,0.0,0.0,0.06032338308457272,0.0,0.6094527363184062,0.0,0.0,-0.5230099502487526,0.0,0.0,0.0,1.1896766169154094,0.0,0.5516169154228547,0.0,-7.723880597148959e-06
0.3650497512437795,0.0,0.0,0.06032338308457422,0.0,0.6094527363184055,0.0,0.0,-0.5230099502487523,0.0,0.0,0.0,1.1896766169154118,0.0,0.0,0.16542288557214105,-7.723880597088696e-06
0.36504975124378186,0.0,0.0,0.06032338308457305,0.0,0.6094527363184052,0.0,0.0,0.0,-0.1498756218905496,0.0,-1.189676616915405,0.0,-0.717039800995039,0.0,0.0,-7.723880596962986e-06
0.36504975124378125,0.0,0.0,0.06032338308457172,0.0,0.6094527363184032,0.0,0.0,0.0,-0.14987562189054776,0.0,-1.189676616915404,0.0,0.0,0.5516169154228656,0.0,-7.723880596980462e-06
0.3650497512437807,0.0,0.0,0.060323383084573357,0.0,0.6094527363184055,0.0,0.0,0.0,-0.14987562189054873,0.0,-1.189676616915408,0.0,0.0,0.0,0.16542288557214255,-7.723880596932708e-06
0.36504975124378214,0.0,0.0,0.06032338308457452,0.0,0.6094527363184072,0.0,0.0,0.0,-0.14987562189054773,0.0,0.0,1.1896766169154074,-0.7170398009950473,0.0,0.0,-7.723880597034904e-06
0.3650497512437816,0.0,0.0,0.060323383084573384,0.0,0.6094527363184074,0.0,0.0,0.0,-0.14987562189054662,0.0,0.0,1.1896766169154056,0.0,0.5516169154228634,0.0,-7.723880597089396e-06
0.36504975124377814,0.0,0.0,0.060323383084573884,0.0,0.609452736318408,0.0,0.0,0.0,-0.14987562189054493,0.0,0.0,1.1896766169154074,0.0,0.0,0.16542288557213775,-7.723880597099011e-06
0.3650497512437827,0.0,0.0,0.06032338308457538,0.0,0.6094527363184072,0.0,0.0,0.0,0.0,0.6728855721393139,-1.18967661691541,0.0,-0.7170398009950428,0.0,0.0,-7.723880597011428e-06
0.365049751243783,0.0,0.0,0.06032338308457519,0.0,0.6094527363184079,0.0,0.0,0.0,0.0,0.6728855721393117,-1.189676616915415,0.0,0.0,0.551616915422846,0.0,-7.72388059703918e-06
0.3650497512437796,0.0,0.0,0.06032338308457601,0.0,0.609452736318409,0.0,0.0,0.0,0.0,0.6728855721393123,-1.189676616915408,0.0,0.0,0.0,0.16542288557213697,-7.723880596995509e-06
0.36504975124378297,0.0,0.0,0.06032338308457347,0.0,0.6094527363184086,0.0,0.0,0.0,0.0,0.6728855721393139,0.0,1.1896766169154163,-0.7170398009950216,0.0,0.0,-7.723880597204048e-06
0.3650497512437826,0.0,0.0,0.060323383084574106,0.0,0.6094527363184068,0.0,0.0,0.0,0.0,0.6728855721393099,0.0,1.1896766169154178,0.0,0.5516169154228434,0.0,-7.723880597140074e-06
0.3650497512437804,0.0,0.0,0.06032338308457118,0.0,0.6094527363184074,0.0,0.0,0.0,0.0,0.6728855721393114,0.0,1.189676616915412,0.0,0.0,0.1654228855721403,-7.723880597136084e-06
0.36504975124378103,0.0,0.0,0.060323383084572024,0.0,0.0,0.39116915422885523,0.0,-0.5230099502487456,0.0,0.0,-1.1896766169154065,0.0,-0.7170398009950494,0.0,0.0,-7.723880597041038e-06
0.3650497512437811,0.0,0.0,0.06032338308457191,0.0,0.0,0.3911691542288548,0.0,-0.5230099502487441,0.0,0.0,-1.189676616915407,0.0,0.0,0.5516169154228844,0.0,-7.723880596995803e-06
0.36504975124377903,0.0,0.0,0.06032338308457348,0.0,0.0,0.39116915422885645,0.0,-0.5230099502487435,0.0,0.0,-1.1896766169154058,0.0,0.0,0.0,0.16542288557214316,-7.723880596951285e-06
0.36504975124378336,0.0,0.0,0.06032338308457513,0.0,0.0,0.39116915422885495,0.0,-0.5230099502487455,0.0,0.0,0.0,1.1896766169154078,-0.7170398009950467,0.0,0.0,-7.723880597054262e-06
0.3650497512437813,0.0,0.0,0.06032338308457155,0.0,0.0,0.39116915422885606,0.0,-0.5230099502487463,0.0,0.0,0.0,1.1896766169154074,0.0,0.5516169154228846,0.0,-7.723880597166616e-06
