INDEX,Intercept,ORI1,ORI3,ENV2,CLA2,CLA3,EXC2,EXC3,NEW2,INF2,INF3,PRICE
1,6.888888888888885,-0.16666666666666918,0.33333333333333104,0.6666666666666661,-1.6666666666666634,-0.6666666666666652,1.8333333333333368,0.33333333333333587,-0.33333333333333137,-0.16666666666667004,0.8333333333333295,-0.5833333333333333
2,3.805555555555552,-0.1666666666666674,-0.16666666666666685,-0.583333333333333,-0.3333333333333325,-0.49999999999999956,0.6666666666666676,7.369902334294615e-16,0.16666666666666702,0.4999999999999998,0.6666666666666657,0.3333333333333338
5,7.1388888888888875,0.8333333333333341,0.3333333333333358,-0.3333333333333327,-0.16666666666666796,0.3333333333333317,-1.3333333333333357,-2.159387518506281e-15,-0.583333333333334,0.8333333333333373,-1.1666666666666647,-0.33333333333333387
11,2.2222222222222197,0.49999999999999956,0.666666666666667,-0.5833333333333315,0.8333333333333333,0.33333333333333337,-1.3333333333333324,0.5000000000000014,1.9166666666666632,1.1910633458098662e-16,0.16666666666666552,0.2500000000000006
16,8.027777777777775,3.1086244689504383e-15,-3.166666666666664,0.08333333333333903,-2.9999999999999973,-3.166666666666665,0.9999999999999936,1.8333333333333273,-0.16666666666666852,-0.16666666666666377,8.881784197001252e-16,-0.41666666666666785
17,2.6944444444444406,-0.6666666666666676,-2.220446049250313e-16,-0.16666666666666596,-0.4999999999999998,-0.16666666666666702,0.3333333333333355,1.000000000000002,-0.4166666666666673,1.4999999999999987,1.3333333333333315,1.2500000000000009
18,0.3055555555555546,-0.333333333333332,-0.9999999999999989,-0.08333333333333448,0.6666666666666661,-0.4999999999999996,1.1666666666666643,0.49999999999999684,-0.8333333333333329,1.6666666666666692,2.171329399825403e-15,-0.0833333333333331
24,2.5555555555555545,0.5000000000000016,-0.8333333333333316,-0.8333333333333303,0.16666666666666718,-0.4999999999999999,-0.6666666666666695,1.3333333333333308,0.16666666666666363,0.8333333333333347,0.8333333333333335,-0.5000000000000001
25,8.638888888888888,-1.166666666666667,-1.1666666666666654,-1.3333333333333326,-1.1666666666666647,-1.1666666666666659,-0.6666666666666652,-0.6666666666666646,0.41666666666666674,-0.8333333333333348,-0.5000000000000027,0.16666666666666602
26,7.666666666666663,-0.16666666666666607,-0.33333333333333237,-0.24999999999999878,-1.166666666666665,-2.8333333333333313,0.5000000000000009,0.5000000000000008,-0.2500000000000018,0.1666666666666668,-0.1666666666666683,0.24999999999999994
27,2.888888888888885,0.6666666666666661,0.9999999999999989,0.1666666666666674,0.6666666666666667,7.771561172376096e-16,0.3333333333333339,0.3333333333333343,4.166666666666663,0.6666666666666667,-4.440892098500626e-16,-0.4999999999999991
28,0.49999999999999756,0.6666666666666674,0.3333333333333339,-0.4999999999999975,0.4999999999999993,-3.885780586188048e-16,-2.220446049250313e-15,1.499999999999998,0.9999999999999973,2.1666666666666687,0.8333333333333341,-0.08333333333333254
33,7.777777777777775,-0.9999999999999993,0.33333333333333454,-0.4166666666666689,0.16666666666666635,-0.8333333333333329,2.220446049250313e-15,-1.1666666666666656,-0.9166666666666659,0.9999999999999998,-0.6666666666666667,-0.8333333333333339
37,4.4999999999999964,-0.8333333333333337,-1.1666666666666672,0.25000000000000266,-1.3333333333333315,-1.1666666666666656,1.0000000000000022,1.000000000000002,0.24999999999999956,-0.5000000000000018,0.9999999999999964,1.0000000000000007
38,1.805555555555551,0.8333333333333329,0.8333333333333324,-0.08333333333333126,0.6666666666666665,6.106226635438361e-16,3.1666666666666665,3.9999999999999987,1.6666666666666636,1.0000000000000016,-0.33333333333333215,-0.16666666666666513
40,8.888888888888888,-1.3333333333333308,-2.4999999999999956,-0.5833333333333344,0.3333333333333323,-0.666666666666667,-0.16666666666667113,-0.16666666666667185,-1.0833333333333326,3.3333333333333384,-0.6666666666666641,-1.0833333333333346
41,9.249999999999996,-6.661338147750939e-16,0.5000000000000003,-0.24999999999999778,-1.166666666666665,-1.3333333333333321,-0.6666666666666639,0.1666666666666688,-1.5543122344752192e-15,-0.6666666666666685,-0.33333333333333615,-0.3333333333333335
42,0.999999999999996,-0.8333333333333368,-0.6666666666666679,-0.999999999999999,-0.9999999999999996,1.4999999999999991,0.5000000000000013,-1.4999999999999982,4.500000000000003,2.1666666666666656,2.3333333333333313,1.750000000000001
45,5.388888888888886,0.9999999999999984,0.6666666666666667,0.41666666666666813,-0.4999999999999986,0.16666666666666655,-0.8333333333333319,1.428988289638151e-15,-0.08333333333333393,-0.1666666666666671,0.8333333333333306,-0.49999999999999956
50,4.722222222222219,0.8333333333333353,0.8333333333333337,0.41666666666666696,3.833333333333335,-4.166666666666661,-0.8333333333333317,2.384025865661737e-15,0.41666666666665775,-0.8333333333333358,-1.1102230246251565e-15,-0.4166666666666666
52,7.305555555555554,-1.833333333333333,-1.4999999999999987,-0.5833333333333302,-0.4999999999999988,-0.8333333333333335,-1.333333333333332,-0.49999999999999856,0.16666666666666696,1.6666666666666643,2.4999999999999956,-0.2500000000000002
53,3.499999999999997,0.49999999999999933,0.5000000000000001,3.552713678800501e-15,-0.1666666666666654,-0.3333333333333329,-1.333333333333333,-0.16666666666666563,1.999999999999998,1.4999999999999996,1.9999999999999978,0.16666666666666702
54,3.055555555555551,1.1666666666666665,0.9999999999999999,0.9166666666666687,0.16666666666666663,-8.326672684688674e-17,0.3333333333333326,1.8333333333333321,0.4166666666666648,1.0000000000000016,0.1666666666666663,-0.2499999999999989
55,7.361111111111106,0.33333333333333826,-5.499999999999994,-2.416666666666662,-0.16666666666666613,-1.4999999999999996,1.666666666666656,2.666666666666655,-1.6666666666666683,0.3333333333333404,-0.4999999999999958,-0.6666666666666669
56,6.527777777777772,0.1666666666666664,-0.33333333333333304,0.5833333333333337,0.33333333333333404,0.49999999999999956,0.6666666666666672,1.1666666666666663,-1.6666666666666652,0.16666666666666696,0.1666666666666654,-0.6666666666666663
57,5.749999999999997,-0.666666666666667,-0.33333333333333315,0.2500000000000001,0.5000000000000003,0.5000000000000002,-0.49999999999999734,2.394291593605567e-15,0.5000000000000006,-0.8333333333333346,-0.16666666666666918,-1.1102230246251565e-16
