INDEX,CARD,ORI1,ORI2,ORI3,ENV1,ENV2,CLA1,CLA2,CLA3,EXC1,EXC2,EXC3,NEW1,NEW2,INF1,INF2,INF3,PRICE,Y,Cluster
184,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,8,0
184,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,5,0
184,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,8,0
184,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0
184,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,1,0
184,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,4,0
184,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,6,0
184,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
184,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,5,0
184,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,5,0
184,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,5,0
184,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,6,0
184,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,1,0
184,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,6,0
184,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,5,0
184,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,1,0
184,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,1,0
186,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,1,1
186,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,1,1
186,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,2,1
186,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,2,1
186,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,7,1
186,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,2,1
186,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,2,1
186,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,2,1
186,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,8,1
186,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,2,1
186,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,5,1
186,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,5,1
186,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,10,1
186,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,7,1
186,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,10,1
186,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,3,1
186,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,10,1
186,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,3,1
187,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,2,1
187,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,5,1
187,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,3,1
187,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,7,1
187,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,4,1
187,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,5,1
187,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,3,1
187,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,5,1
187,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,6,1
187,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,5,1
187,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,8,1
187,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,3,1
187,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,4,1
187,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,3,1
187,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,5,1
187,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,4,1
187,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,7,1
187,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,2,1
195,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,3,1
195,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,5,1
195,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,2,1
195,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,2,1
195,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,4,1
195,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,3,1
195,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,5,1
195,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,5,1
195,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,8,1
195,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,4,1
195,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,7,1
195,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,5,1
195,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,9,1
195,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,3,1
195,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,4,1
195,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,4,1
195,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,8,1
195,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,2,1
196,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,3,0
196,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,4,0
196,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,3,0
196,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,3,0
196,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,4,0
196,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,6,0
196,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,3,0
196,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,8,0
196,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,6,0
196,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,9,0
196,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,9,0
196,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,3,0
196,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,9,0
196,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,4,0
196,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,5,0
196,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,9,0
196,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,4,0
196,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,4,0
200,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,0,1
200,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,3,1
200,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,3,1
200,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,5,1
200,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1
200,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,0,1
200,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
200,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,10,1
200,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,10,1
200,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,8,1
200,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,10,1
200,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,5,1
200,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,8,1
200,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,7,1
200,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,5,1
200,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,7,1
200,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,9,1
200,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,6,1
201,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,0,1
201,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,2,1
201,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,2,1
201,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,2,1
201,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,2,1
201,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,2,1
201,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1
201,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,4,1
201,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,5,1
201,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,4,1
201,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,2,1
201,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1
201,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,2,1
201,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,0,1
201,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,4,1
201,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,4,1
201,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,8,1
201,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,0,1
202,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,6,0
202,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,8,0
202,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,4,0
202,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,4,0
202,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,9,0
202,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,6,0
202,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,10,0
202,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,8,0
202,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,5,0
202,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,6,0
202,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,4,0
202,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,9,0
202,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,7,0
202,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,1,0
202,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,1,0
202,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,9,0
202,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,9,0
202,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,3,0
203,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,8,0
203,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,8,0
203,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,4,0
203,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,7,0
203,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,6,0
203,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,4,0
203,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,7,0
203,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,5,0
203,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,3,0
203,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,5,0
203,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,3,0
203,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,3,0
203,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,4,0
203,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,4,0
203,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,6,0
203,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,3,0
203,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,4,0
203,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,4,0
206,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,0,1
206,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,0,1
206,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,0,1
206,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,5,1
206,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1
206,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,5,1
206,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,4,1
206,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,6,1
206,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,3,1
206,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,2,1
206,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,3,1
206,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1
206,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,3,1
206,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,4,1
206,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,3,1
206,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,2,1
206,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,3,1
206,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,2,1
211,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,0,1
211,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,3,1
211,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,0,1
211,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,2,1
211,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,7,1
211,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,3,1
211,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1
211,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,6,1
211,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,3,1
211,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1
211,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,4,1
211,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1
211,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,6,1
211,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,0,1
211,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,5,1
211,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1
211,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,9,1
211,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,0,1
214,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,8,1
214,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,7,1
214,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,8,1
214,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,5,1
214,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,8,1
214,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,5,1
214,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,3,1
214,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,2,1
214,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,7,1
214,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,7,1
214,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,7,1
214,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,3,1
214,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,7,1
214,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,2,1
214,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,8,1
214,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1
214,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,8,1
214,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,1,1
215,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,3,1
215,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,3,1
215,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,3,1
215,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,7,1
215,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,3,1
215,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,2,1
215,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,3,1
215,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,8,1
215,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,8,1
215,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,6,1
215,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,8,1
215,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,3,1
215,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,3,1
215,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,5,1
215,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,3,1
215,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,7,1
215,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,6,1
215,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,5,1
216,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,7,1
216,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,7,1
216,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,3,1
216,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,3,1
216,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,5,1
216,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,2,1
216,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,2,1
216,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,7,1
216,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,7,1
216,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,4,1
216,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,4,1
216,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,3,1
216,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,3,1
216,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,7,1
216,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,3,1
216,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,4,1
216,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,4,1
216,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,5,1
220,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,3,1
220,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,5,1
220,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,4,1
220,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,4,1
220,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,3,1
220,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,3,1
220,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,3,1
220,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,8,1
220,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,8,1
220,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,5,1
220,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,10,1
220,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,3,1
220,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,3,1
220,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,5,1
220,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,3,1
220,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,7,1
220,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,5,1
220,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,5,1
221,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,3,0
221,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,4,0
221,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,5,0
221,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,5,0
221,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,6,0
221,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,5,0
221,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,6,0
221,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,4,0
221,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,7,0
221,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,5,0
221,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,7,0
221,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,6,0
221,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,4,0
221,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,7,0
221,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,6,0
221,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,6,0
221,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,6,0
221,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,6,0
223,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,9,0
223,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,9,0
223,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,8,0
223,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,9,0
223,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,10,0
223,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,10,0
223,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,10,0
223,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,10,0
223,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,10,0
223,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,10,0
223,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,5,0
223,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,10,0
223,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,8,0
223,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,5,0
223,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,5,0
223,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,8,0
223,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,8,0
223,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,4,0
229,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,2,0
229,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,6,0
229,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,2,0
229,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,7,0
229,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,7,0
229,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,2,0
229,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,5,0
229,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,7,0
229,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,10,0
229,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,8,0
229,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,10,0
229,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,7,0
229,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,8,0
229,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,5,0
229,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,8,0
229,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,7,0
229,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,9,0
229,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,5,0
230,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,3,0
230,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,5,0
230,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,8,0
230,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,5,0
230,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,5,0
230,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,5,0
230,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,9,0
