INDEX,CARD,ORI1,ORI2,ORI3,ENV1,ENV2,CLA1,CLA2,CLA3,EXC1,EXC2,EXC3,NEW1,NEW2,INF1,INF2,INF3,PRICE,Y,Cluster
144,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,7,0
144,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,8,0
144,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,7,0
144,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,6,0
144,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,7,0
146,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,3,1
146,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,6,1
146,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,2,1
146,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,0,1
146,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,4,1
146,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,5,1
146,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,2,1
146,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,3,1
146,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,8,1
146,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,6,1
146,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,6,1
146,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,3,1
146,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,9,1
146,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,3,1
146,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,6,1
146,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,3,1
146,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,7,1
146,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,3,1
149,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,2,0
149,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,8,0
149,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,6,0
149,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,6,0
149,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,2,0
149,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,2,0
149,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,10,0
149,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,8,0
149,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,2,0
149,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,8,0
149,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,8,0
149,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,8,0
149,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,9,0
149,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,2,0
149,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,7,0
149,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,8,0
149,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,8,0
149,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,3,0
151,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,7,1
151,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,7,1
151,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,5,1
151,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,8,1
151,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,8,1
151,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,3,1
151,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,3,1
151,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,6,1
151,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,6,1
151,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,3,1
151,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,10,1
151,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,5,1
151,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,8,1
151,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,5,1
151,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,8,1
151,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,4,1
151,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,8,1
151,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,4,1
152,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,6,0
152,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,6,0
152,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,4,0
152,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,4,0
152,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,6,0
152,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,6,0
152,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,7,0
152,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,6,0
152,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,4,0
152,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,7,0
152,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,7,0
152,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,5,0
152,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,6,0
152,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,7,0
152,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,6,0
152,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,6,0
152,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,7,0
152,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,4,0
154,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0
154,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,10,0
154,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,8,0
154,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,8,0
154,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0
154,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,0,0
154,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,8,0
154,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,10,0
154,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
154,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,10,0
154,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,8,0
154,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,8,0
154,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,10,0
154,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,0,0
154,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,8,0
154,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,8,0
154,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,8,0
154,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,0,0
155,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,1,1
155,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,0,1
155,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,0,1
155,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,0,1
155,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1
155,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,0,1
155,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,7,1
155,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,4,1
155,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
155,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,9,1
155,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,9,1
155,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1
155,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,1,1
155,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,0,1
155,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,1,1
155,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1
155,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,8,1
155,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,1,1
156,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,3,0
156,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,9,0
156,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,7,0
156,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,2,0
156,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,2,0
156,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,2,0
156,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,10,0
156,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,7,0
156,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,3,0
156,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,8,0
156,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,3,0
156,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,8,0
156,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,8,0
156,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,3,0
156,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,5,0
156,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,10,0
156,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,10,0
156,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,3,0
157,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,4,1
157,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,5,1
157,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,0,1
157,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,0,1
157,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,3,1
157,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,7,1
157,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,3,1
157,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,7,1
157,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
157,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,8,1
157,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,8,1
157,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1
157,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,0,1
157,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,7,1
157,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,8,1
157,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,7,1
157,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,7,1
157,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,0,1
160,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,1,1
160,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,1,1
160,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,1,1
160,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,1,1
160,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,9,1
160,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,1,1
160,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1
160,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,1,1
160,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1
160,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1
160,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,9,1
160,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1
160,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,9,1
160,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,1,1
160,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,9,1
160,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1
160,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,9,1
160,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,1,1
168,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,1,1
168,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,2,1
168,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,2,1
168,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,2,1
168,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,3,1
168,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,2,1
168,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,2,1
168,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,5,1
168,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,5,1
168,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,4,1
168,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,6,1
168,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,3,1
168,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,4,1
168,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,3,1
168,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,4,1
168,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,4,1
168,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,7,1
168,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,4,1
170,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0
170,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,3,0
170,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,6,0
170,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,5,0
170,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,3,0
170,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,2,0
170,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,6,0
170,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,5,0
170,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,7,0
170,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,8,0
170,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,8,0
170,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,6,0
170,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,7,0
170,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,5,0
170,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,7,0
170,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,6,0
170,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,6,0
170,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,4,0
171,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,0,1
171,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,2,1
171,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,2,1
171,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,2,1
171,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,2,1
171,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,2,1
171,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,5,1
171,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,2,1
171,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
171,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,5,1
171,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,5,1
171,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,2,1
171,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,2,1
171,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,0,1
171,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,2,1
171,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,2,1
171,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,5,1
171,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,0,1
172,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,5,0
172,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,5,0
172,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,5,0
172,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,5,0
172,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,5,0
172,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,5,0
172,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,5,0
172,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,5,0
172,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,6,0
172,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,3,0
172,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,2,0
172,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,6,0
172,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,7,0
172,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,3,0
172,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,4,0
172,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,3,0
172,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,2,0
172,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,5,0
175,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,2,1
175,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,5,1
175,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,2,1
175,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,3,1
175,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1
175,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,1,1
175,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,3,1
175,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,3,1
175,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,3,1
175,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,3,1
175,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,5,1
175,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,4,1
175,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,6,1
175,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,4,1
175,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,2,1
175,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,4,1
175,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,6,1
175,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,2,1
176,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,8,0
176,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,8,0
176,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,8,0
176,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,9,0
176,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,10,0
176,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,9,0
176,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,9,0
176,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,10,0
176,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,10,0
176,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,9,0
176,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,9,0
176,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,9,0
176,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,9,0
176,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,9,0
176,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,9,0
176,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,10,0
176,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,9,0
176,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,10,0
181,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,2,1
181,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,4,1
181,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,1,1
181,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,9,1
181,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,3,1
181,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,2,1
181,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1
181,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,6,1
181,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,2,1
181,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,3,1
181,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,2,1
181,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,3,1
181,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,2,1
181,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,4,1
181,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,4,1
181,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,5,1
181,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,3,1
181,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,2,1
182,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,0,1
182,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,2,1
182,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,3,1
182,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,4,1
182,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,7,1
182,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,3,1
182,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,3,1
182,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,4,1
182,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,8,1
182,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,5,1
182,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,10,1
182,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1
182,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,0,1
182,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,4,1
182,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,3,1
182,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,3,1
182,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,8,1
182,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,0,1
183,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,8,0
183,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,6,0
183,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,6,0
183,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,3,5,0
183,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,6,0
183,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,6,0
183,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,6,0
183,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,8,0
183,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,10,0
183,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,8,0
183,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,3,6,0
183,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,8,0
183,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,2,10,0
183,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,5,0
183,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,3,7,0
183,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,6,0
183,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,9,0
183,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,6,0
184,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,1,0
