INDEX,CARD,OAU1,OAU2,OAU3,MTY1,MTY2,EIN1,EIN2,EIN3,SIN1,SIN2,SIN3,EFI1,EFI2,EFI3,AFI1,AFI2,AFI3,PRICE,Y,Cluster
134,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,3,0
134,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,3,7,0
134,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,7,0
134,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,10,0
134,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,3,7,0
134,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,3,3,0
134,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,4,0
134,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,2,0
134,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,9,0
134,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,0,0
137,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0,1
137,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,10,1
137,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,2,2,1
137,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,10,1
137,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2,2,1
137,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2,1,1
137,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,10,1
137,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,1,1
137,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,0,1
137,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,3,0,1
137,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,10,1
137,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,10,1
137,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,3,0,1
137,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,3,0,1
137,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,1,1
137,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,1,1
137,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,10,1
137,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,0,1
139,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0,1
139,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,4,1
139,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,2,6,1
139,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
139,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2,2,1
139,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2,1,1
139,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,8,1
139,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,8,1
139,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,4,1
139,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,3,7,1
139,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,10,1
139,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,9,1
139,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,3,0,1
139,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,3,8,1
139,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,0,1
139,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,0,1
139,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,10,1
139,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,0,1
140,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,6,1
140,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,8,1
140,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,2,8,1
140,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,1
140,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2,4,1
140,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2,6,1
140,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,8,1
140,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,8,1
140,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,5,1
140,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,3,6,1
140,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,9,1
140,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,9,1
140,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,3,7,1
140,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,3,7,1
140,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,5,1
140,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,4,1
140,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,10,1
140,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,1,1
141,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0,0
141,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,9,0
141,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,2,7,0
141,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
141,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2,5,0
141,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2,2,0
141,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0
141,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,0,0
141,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,0,0
141,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,3,0,0
141,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,9,0
141,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
141,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,3,0,0
141,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,3,0,0
141,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,0,0
141,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,0,0
141,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,7,0
141,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,0,0
142,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,1,0
142,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,8,0
142,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,2,8,0
142,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0
142,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2,1,0
142,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2,1,0
142,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0
142,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,1,0
142,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,1,0
142,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,3,1,0
142,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,4,0
142,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0
142,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,3,5,0
142,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,3,1,0
142,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,1,0
142,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,6,0
142,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0
142,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,1,0
144,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0,0
144,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0
144,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,2,1,0
144,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
144,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2,1,0
144,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2,0,0
144,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
144,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,0,0
144,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,0,0
144,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,3,0,0
144,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,9,0
144,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
144,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,3,0,0
144,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,3,0,0
144,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,0,0
144,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,1,0
144,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
144,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,0,0
145,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,3,0
145,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,7,0
145,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,2,7,0
145,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0
145,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2,3,0
145,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2,5,0
145,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,3,0
145,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,4,0
145,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,4,0
145,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,3,3,0
145,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,5,0
145,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,3,0
145,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,3,4,0
145,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,3,2,0
145,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,2,0
145,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,4,0
145,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,2,0
145,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,2,0
146,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,1,1
146,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,10,1
146,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,2,7,1
146,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,5,1
146,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2,5,1
146,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2,7,1
146,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,7,1
146,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,7,1
146,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,2,1
146,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,3,2,1
146,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,8,1
146,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,7,1
146,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,3,2,1
146,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,3,2,1
146,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,8,1
146,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,8,1
146,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,9,1
146,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,3,1
147,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,4,0
147,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,8,0
147,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,2,8,0
147,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0
147,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2,1,0
147,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2,1,0
147,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0
147,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,1,0
147,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,6,0
147,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,3,2,0
147,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,10,0
147,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0
147,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,3,8,0
147,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,3,1,0
147,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,1,0
147,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,5,0
147,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0
147,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,1,0
148,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0,0
148,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,10,0
148,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,2,10,0
148,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
148,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2,0,0
148,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2,0,0
148,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
148,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,0,0
148,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,5,0
148,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,3,5,0
148,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,10,0
148,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
148,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,3,5,0
148,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,3,0,0
148,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,0,0
148,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,10,0
148,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
148,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,0,0
149,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,8,1
149,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,9,1
149,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,2,9,1
149,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,6,1
149,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2,7,1
149,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2,8,1
149,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,9,1
149,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,7,1
149,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,4,1
149,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,3,7,1
149,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,9,1
149,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,8,1
149,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,3,8,1
149,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,3,7,1
149,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,9,1
149,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,7,1
149,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,8,1
149,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,4,1
150,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0,0
150,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0
150,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,2,5,0
150,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0
150,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2,3,0
150,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2,4,0
150,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,3,0
150,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,5,0
150,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,6,0
150,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,3,5,0
150,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,7,0
150,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,5,0
150,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,3,2,0
150,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,3,2,0
150,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,6,0
150,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,4,0
150,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,8,0
150,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,0,0
153,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0,0
153,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,8,0
153,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,2,6,0
153,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
153,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2,1,0
153,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2,0,0
153,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
153,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,0,0
153,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,1,0
153,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,3,0,0
153,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,8,0
153,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,5,0
153,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,3,5,0
153,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,3,5,0
153,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,2,0
153,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,4,0
153,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,5,0
153,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,2,0
154,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0,0
154,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,8,0
154,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,2,5,0
154,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0
154,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2,0,0
154,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2,0,0
154,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,3,0
154,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,0,0
154,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,0,0
154,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,3,0,0
154,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,7,0
154,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,2,0
154,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,3,1,0
154,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,3,0,0
154,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,1,0
154,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,3,0
154,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,7,0
154,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,0,0
155,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0,0
155,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,5,0
155,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,2,7,0
155,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
155,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2,0,0
155,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2,0,0
155,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
155,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,0,0
155,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,5,0
155,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,3,0,0
155,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,6,0
155,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
155,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,3,6,0
155,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,3,0,0
155,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,0,0
155,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,5,0
155,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
155,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,0,0
156,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,2,1
156,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,10,1
156,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,2,5,1
156,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,8,1
156,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2,6,1
156,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2,6,1
156,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,10,1
156,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,6,1
156,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,1,1
156,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,3,0,1
156,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,9,1
156,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,7,1
156,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,3,2,1
156,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,3,3,1
156,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,5,1
156,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,5,1
156,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,4,1
156,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3,0,1
158,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0,1
158,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,10,1
158,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,2,6,1
158,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,1
158,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2,5,1
158,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2,5,1
158,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,9,1
158,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,6,1
158,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3,0,1
158,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,3,0,1
158,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,10,1
158,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,9,1
158,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,3,0,1
158,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,3,0,1
158,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,6,1
158,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,6,1
158,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,8,1
