INDEX,CARD,ORI1,ORI2,ORI3,ENV1,ENV2,CLA1,CLA2,CLA3,EXC1,EXC2,EXC3,NEW1,NEW2,INF1,INF2,INF3,PRICE,Y
58,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,8
58,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,6
58,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,10
58,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,7
58,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,10
58,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,6
58,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,9
58,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,6
66,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,7
66,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,7
66,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,5
66,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,8
66,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,7
66,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,8
66,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,8
66,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,7
66,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,8
66,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,8
66,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,5
66,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,8
66,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,7
66,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,6
66,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,4
66,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,8
66,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,6
66,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,5
67,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,4
67,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,5
67,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,2
67,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,0
67,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,1
67,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,4
67,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,3
67,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,8
67,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,4
67,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,8
67,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,8
67,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,4
67,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,3
67,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,1
67,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,2
67,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,8
67,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,8
67,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,2
71,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,1
71,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,9
71,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,6
71,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,4
71,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,2
71,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,2
71,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,9
71,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,7
71,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,2
71,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,9
71,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,6
71,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,8
71,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,8
71,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,2
71,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,10
71,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,7
71,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,7
71,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,2
74,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,7
74,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,7
74,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,1
74,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,7
74,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,1
74,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,1
74,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,7
74,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,7
74,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,1
74,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,7
74,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,7
74,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,7
74,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,7
74,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,1
74,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,7
74,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,7
74,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,7
74,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,1
83,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,4
83,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,6
83,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,3
83,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,5
83,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,8
83,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,5
83,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,4
83,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,5
83,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,7
83,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,5
83,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,5
83,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,5
83,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,6
83,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,5
83,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,6
83,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,5
83,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,7
83,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,5
85,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,2
85,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,6
85,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,2
85,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,7
85,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,8
85,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,6
85,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,7
85,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,8
85,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,6
85,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,6
85,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,2
85,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,3
85,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,8
85,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,6
85,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,7
85,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,7
85,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,6
85,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,1
88,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,4
88,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,4
88,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,4
88,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,3
88,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,6
88,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,4
88,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,6
88,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,5
88,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,6
88,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,6
88,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,4
88,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,4
88,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,5
88,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,5
88,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,4
88,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,7
88,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,5
88,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,4
96,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,0
96,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,10
96,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,0
96,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,10
96,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,1
96,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,1
96,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,10
96,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,1
96,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,0
96,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,1
96,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,1
96,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,1
96,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,10
96,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,1
96,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,1
96,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,10
96,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,10
96,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,0
100,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,7
100,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,6
100,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,5
100,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,6
100,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,7
100,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,5
100,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,7
100,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,6
100,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,6
100,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,8
100,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,6
100,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,8
100,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,6
100,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,7
100,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,5
100,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,7
100,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,6
100,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,5
103,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,9
103,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,8
103,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,8
103,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,7
103,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,7
103,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,8
103,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,8
103,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,8
103,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,7
103,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,8
103,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,7
103,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,7
103,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,7
103,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,5
103,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,5
103,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,7
103,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,5
103,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,6
105,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,8
105,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,5
105,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,8
105,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,5
105,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,8
105,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,5
105,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,9
105,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,0
105,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,8
105,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,8
105,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,6
105,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,6
105,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,4
105,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,4
105,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,3
105,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,5
105,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,4
105,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,3
106,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,0
106,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,7
106,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,3
106,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,7
106,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,2
106,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,2
106,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,10
106,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,5
106,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,5
106,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,5
106,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,9
106,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,5
106,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,5
106,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,5
106,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,3
106,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,8
106,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,6
106,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,5
107,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,3
107,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,6
107,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,5
107,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,5
107,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,3
107,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,3
107,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,4
107,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,5
107,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,3
107,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,5
107,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,5
107,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,7
107,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,5
107,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,5
107,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,5
107,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,8
107,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,10
107,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,3
114,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,1
114,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,1
114,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,3
114,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,2
114,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,4
114,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,1
114,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,1
114,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,2
114,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,4
114,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,1
114,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,2
114,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,4
114,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,1
114,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,2
114,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,4
114,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,1
114,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,2
114,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,4
115,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,5
115,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,5
115,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,4
115,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,5
115,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,4
115,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,5
115,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,6
115,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,5
115,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,7
115,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,5
115,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,5
115,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,5
115,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,5
115,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,5
115,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,3
115,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,5
115,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,5
115,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,3
118,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,0
118,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,1
118,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,2
118,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,3
118,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,2
118,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,2
118,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,2
118,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,3
118,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,2
118,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,2
118,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,2
118,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,2
118,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,2
118,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,2
118,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,2
118,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,1
118,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,1
118,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,1
133,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,3
133,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,5
133,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,5
133,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,5
133,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,5
133,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,6
133,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,5
133,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,7
133,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,9
133,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,7
133,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,9
133,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,7
133,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,6
133,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,5
133,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,6
133,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,7
133,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,7
133,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,6
137,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,3
137,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,6
137,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,6
137,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,5
137,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,3
137,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,2
137,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,5
137,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,8
137,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,3
137,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,3
137,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,3
137,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,3
137,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,7
137,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,3
137,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,3
137,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,5
137,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,5
137,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,3
141,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,5
141,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,6
141,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,6
141,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,6
141,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,8
141,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,5
141,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,6
