INDEX,CARD,ORI1,ORI2,ORI3,ENV1,ENV2,CLA1,CLA2,CLA3,EXC1,EXC2,EXC3,NEW1,NEW2,INF1,INF2,INF3,PRICE,Y
28,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,2
33,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,6
33,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,7
33,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,6
33,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,5
33,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,5
33,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,3
33,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,5
33,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,5
33,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,5
33,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,8
33,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,2
33,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,7
33,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,7
33,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,4
33,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,4
33,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,4
33,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,3
33,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,3
38,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,2
38,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,6
38,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,5
38,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,7
38,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,7
38,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,2
38,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,3
38,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,7
38,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,9
38,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,8
38,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,9
38,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,3
38,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,5
38,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,6
38,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,3
38,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,4
38,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,6
38,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,5
40,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,10
40,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,10
40,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,5
40,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,5
40,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,5
40,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,5
40,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,10
40,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,10
40,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,10
40,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,10
40,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,5
40,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,3
40,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,3
40,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,0
40,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,3
40,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,3
40,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,3
40,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,0
41,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,7
41,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,6
41,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,7
41,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,9
41,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,7
41,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,6
41,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,9
41,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,7
41,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,7
41,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,7
41,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,7
41,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,7
41,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,9
41,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,7
41,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,7
41,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,9
41,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,7
41,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,7
45,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,3
45,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,4
45,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,2
45,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,4
45,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,5
45,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,5
45,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,6
45,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,4
45,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,5
45,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,4
45,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,5
45,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,8
45,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,5
45,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,7
45,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,4
45,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,6
45,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,5
45,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,6
50,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,0
50,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,0
50,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,8
50,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,5
50,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,0
50,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,0
50,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,5
50,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,8
50,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,0
50,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,8
50,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,8
50,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,8
50,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,5
50,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,0
50,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,8
50,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,5
50,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,5
50,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,0
52,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,8
52,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,7
52,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,3
52,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,4
52,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,5
52,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,5
52,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,6
52,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,7
52,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,6
52,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,5
52,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,7
52,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,7
52,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,7
52,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,3
52,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,6
52,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,9
52,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,5
52,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,6
54,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,2
54,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,3
54,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,3
54,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,6
54,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,5
54,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,5
54,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,4
54,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,7
54,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,6
54,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,6
54,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,6
54,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,5
54,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,6
54,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,6
54,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,3
54,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,5
54,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,5
54,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,5
55,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,2
55,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,8
55,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,0
55,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,0
55,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,3
55,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,2
55,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,5
55,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,5
55,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,0
55,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,10
55,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,5
55,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,0
55,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,0
55,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,10
55,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,5
55,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,10
55,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,3
55,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,0
56,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,6
56,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,6
56,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,6
56,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,6
56,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,6
56,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,6
56,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,6
56,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,7
56,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,6
56,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,7
56,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,5
56,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,7
56,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,3
56,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,7
56,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,3
56,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,7
56,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,5
56,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,5
57,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,6
57,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,3
57,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,6
57,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,5
57,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,6
57,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,5
57,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,5
57,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,7
57,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,5
57,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,4
57,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,200000,5
57,12,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,100000,5
57,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,150000,6
57,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,150000,6
57,15,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,200000,7
57,16,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,100000,6
57,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,150000,6
57,18,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,200000,6
58,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,150000,6
58,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,200000,7
58,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,150000,5
58,4,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,200000,4
58,5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,100000,9
58,6,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,200000,5
58,7,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,100000,6
58,8,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,150000,6
58,9,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,100000,9
58,10,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,100000,5
