INDEX,CARD,OAU1,OAU2,OAU3,MTY1,MTY2,EIN1,EIN2,EIN3,SIN1,SIN2,SIN3,EFI1,EFI2,EFI3,AFI1,AFI2,AFI3,PRICE,Y
139,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2000000,0
139,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,30000,4
139,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,300000,6
139,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,30000,0
139,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,300000,2
139,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,300000,1
139,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,30000,8
139,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,300000,8
139,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2000000,4
139,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2000000,7
139,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,30000,10
139,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,30000,9
139,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2000000,0
139,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2000000,8
139,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,300000,0
139,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,300000,0
139,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,30000,10
139,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2000000,0
140,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2000000,6
140,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,30000,8
140,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,300000,8
140,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,30000,2
140,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,300000,4
140,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,300000,6
140,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,30000,8
140,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,300000,8
140,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2000000,5
140,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2000000,6
140,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,30000,9
140,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,30000,9
140,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2000000,7
140,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2000000,7
140,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,300000,5
140,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,300000,4
140,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,30000,10
140,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2000000,1
141,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2000000,0
141,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,30000,9
141,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,300000,7
141,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,30000,0
141,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,300000,5
141,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,300000,2
141,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,30000,1
141,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,300000,0
141,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2000000,0
141,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2000000,0
141,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,30000,9
141,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,30000,0
141,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2000000,0
141,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2000000,0
141,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,300000,0
141,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,300000,0
141,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,30000,7
141,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2000000,0
142,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2000000,1
142,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,30000,8
142,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,300000,8
142,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,30000,1
142,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,300000,1
142,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,300000,1
142,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,30000,1
142,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,300000,1
142,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2000000,1
142,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2000000,1
142,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,30000,4
142,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,30000,1
142,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2000000,5
142,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2000000,1
142,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,300000,1
142,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,300000,6
142,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,30000,1
142,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2000000,1
144,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2000000,0
144,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,30000,1
144,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,300000,1
144,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,30000,0
144,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,300000,1
144,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,300000,0
144,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,30000,0
144,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,300000,0
144,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2000000,0
144,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2000000,0
144,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,30000,9
144,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,30000,0
144,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2000000,0
144,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2000000,0
144,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,300000,0
144,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,300000,1
144,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,30000,0
144,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2000000,0
145,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2000000,3
145,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,30000,7
145,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,300000,7
145,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,30000,1
145,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,300000,3
145,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,300000,5
145,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,30000,3
145,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,300000,4
145,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2000000,4
145,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2000000,3
145,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,30000,5
145,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,30000,3
145,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2000000,4
145,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2000000,2
145,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,300000,2
145,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,300000,4
145,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,30000,2
145,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2000000,2
146,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2000000,1
146,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,30000,10
146,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,300000,7
146,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,30000,5
146,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,300000,5
146,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,300000,7
146,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,30000,7
146,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,300000,7
146,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2000000,2
146,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2000000,2
146,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,30000,8
146,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,30000,7
146,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2000000,2
146,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2000000,2
146,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,300000,8
146,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,300000,8
146,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,30000,9
146,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2000000,3
147,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2000000,4
147,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,30000,8
147,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,300000,8
147,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,30000,1
147,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,300000,1
147,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,300000,1
147,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,30000,1
147,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,300000,1
147,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2000000,6
147,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2000000,2
147,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,30000,10
147,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,30000,1
147,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2000000,8
147,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2000000,1
147,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,300000,1
147,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,300000,5
147,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,30000,1
147,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2000000,1
148,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2000000,0
148,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,30000,10
148,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,300000,10
148,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,30000,0
148,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,300000,0
148,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,300000,0
148,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,30000,0
148,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,300000,0
148,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2000000,5
148,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2000000,5
148,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,30000,10
148,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,30000,0
148,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2000000,5
148,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2000000,0
148,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,300000,0
148,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,300000,10
148,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,30000,0
148,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2000000,0
149,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2000000,8
149,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,30000,9
149,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,300000,9
149,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,30000,6
149,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,300000,7
149,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,300000,8
149,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,30000,9
149,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,300000,7
149,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2000000,4
149,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2000000,7
149,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,30000,9
149,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,30000,8
149,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2000000,8
149,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2000000,7
149,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,300000,9
149,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,300000,7
149,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,30000,8
149,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2000000,4
150,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2000000,0
150,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,30000,1
150,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,300000,5
150,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,30000,1
150,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,300000,3
150,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,300000,4
150,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,30000,3
150,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,300000,5
150,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2000000,6
150,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2000000,5
150,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,30000,7
150,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,30000,5
150,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2000000,2
150,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2000000,2
150,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,300000,6
150,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,300000,4
150,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,30000,8
150,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2000000,0
153,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2000000,0
153,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,30000,8
153,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,300000,6
153,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,30000,0
153,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,300000,1
153,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,300000,0
153,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,30000,0
153,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,300000,0
153,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2000000,1
153,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2000000,0
153,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,30000,8
153,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,30000,5
153,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2000000,5
153,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2000000,5
153,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,300000,2
153,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,300000,4
153,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,30000,5
153,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2000000,2
154,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2000000,0
154,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,30000,8
154,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,300000,5
154,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,30000,2
154,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,300000,0
154,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,300000,0
154,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,30000,3
154,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,300000,0
154,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2000000,0
154,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2000000,0
154,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,30000,7
154,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,30000,2
154,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2000000,1
154,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2000000,0
154,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,300000,1
154,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,300000,3
154,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,30000,7
154,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2000000,0
155,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2000000,0
155,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,30000,5
155,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,300000,7
155,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,30000,0
155,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,300000,0
155,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,300000,0
155,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,30000,0
155,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,300000,0
155,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2000000,5
155,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2000000,0
155,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,30000,6
155,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,30000,0
155,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2000000,6
155,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2000000,0
155,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,300000,0
155,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,300000,5
155,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,30000,0
155,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2000000,0
156,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2000000,2
156,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,30000,10
156,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,300000,5
156,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,30000,8
156,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,300000,6
156,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,300000,6
156,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,30000,10
156,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,300000,6
156,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2000000,1
156,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2000000,0
156,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,30000,9
156,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,30000,7
156,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2000000,2
156,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2000000,3
156,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,300000,5
156,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,300000,5
156,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,30000,4
156,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2000000,0
158,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2000000,0
158,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,30000,10
158,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,300000,6
158,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,30000,2
158,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,300000,5
158,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,300000,5
158,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,30000,9
158,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,300000,6
158,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2000000,0
158,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2000000,0
158,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,30000,10
158,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,30000,9
158,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2000000,0
158,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2000000,0
158,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,300000,6
158,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,300000,6
158,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,30000,8
158,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2000000,0
159,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2000000,8
159,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,30000,8
159,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,300000,1
159,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,30000,5
159,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,300000,8
159,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,300000,8
159,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,30000,8
159,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,300000,7
159,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2000000,3
159,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2000000,5
159,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,30000,6
159,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,30000,6
159,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2000000,4
159,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2000000,6
159,15,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,300000,4
159,16,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,300000,4
159,17,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,30000,4
159,18,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2000000,7
160,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2000000,0
160,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,30000,10
160,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,300000,10
160,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,30000,5
160,5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,300000,10
160,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,300000,10
160,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,30000,10
160,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,300000,10
160,9,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2000000,5
160,10,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2000000,5
160,11,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,30000,10
160,12,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,30000,0
160,13,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2000000,0
160,14,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2000000,5
