INDEX,Intercept,OAU2,OAU3,MTY2,EIN1,EIN3,SIN2,SIN3,EFI1,EFI3,AFI2,AFI3,PRICE
469,5.767,3.183,1.54,-0.064,-1.901,3.749,0.506,-0.03,-0.244,0.341,0.933,-0.946,0.212
470,5.884,1.382,0.79,-0.848,-1.653,2.207,-0.635,0.012,-0.473,0.023,0.127,0.357,0.216
474,5.604,0.4,0.152,0.632,-1.354,0.38,0.862,-0.851,0.758,0.947,1.143,-0.312,0.605
477,6.921,0.76,0.471,0.683,-1.964,0.164,0.251,-0.218,0.017,0.662,0.879,0.391,0.52
479,4.48,-0.433,-0.212,0.141,-0.171,-0.118,0.484,-0.312,-0.201,1.348,0.297,-0.024,0.331
481,2.818,0.68,0.641,-0.07,-1.216,0.569,1.577,-0.169,0.754,0.862,0.189,0.267,-0.316
484,4.289,0.111,0.421,0.761,-0.45,-0.223,0.198,-0.644,0.739,0.151,1.449,-0.633,1.209
485,2.661,0.122,0.038,0.26,-0.498,0.614,2.68,-0.399,0.895,0.485,0.712,-0.274,0.326
486,2.626,0.801,0.289,0.655,-1.368,0.79,2.375,0.133,0.613,1.482,0.551,0.349,-0.235
488,5.219,0.741,0.612,0.381,-0.753,0.754,0.202,-0.288,0.866,0.879,1.675,-0.748,0.443
489,2.65,0.886,0.121,0.708,-0.902,0.773,2.018,0.055,0.525,0.396,0.161,0.274,-0.318
491,1.069,1.146,-0.347,0.449,-0.367,0.895,1.923,-0.454,-0.474,0.402,-0.056,0.415,-0.044
492,6.259,0.652,0.891,1.81,-1.576,2.047,0.014,-0.098,-0.458,-0.187,0.724,-1.398,1.871
493,5.452,1.887,0.97,0.889,-1.759,0.828,1.332,-0.906,0.13,1.12,0.765,0.111,0.018
495,4.13,0.719,0.597,0.719,-0.182,0.608,0.226,-0.737,0.299,0.089,1.008,-0.238,0.911
498,3.413,0.34,-0.084,0.052,-0.635,-0.133,0.216,-1.177,0.475,0.2,0.429,0.163,0.72
499,4.577,1.159,0.237,-0.017,-0.587,1.496,1.001,-1.064,0.674,0.711,1.496,-0.969,0.556
