INDEX,Intercept,OAU2,OAU3,MTY2,EIN1,EIN3,SIN2,SIN3,EFI1,EFI3,AFI1,AFI3,PRICE
41,0.9722222222222217,3.166666666666665,1.0000000000000002,2.9166666666666727,-0.8333333333333341,0.4999999999999996,1.333333333333336,1.3333333333333353,1.1666666666666636,0.9999999999999953,-0.8333333333333338,-1.4999999999999998,-1.000000000000001
43,2.3055555555555554,1.1666666666666639,1.4999999999999976,4.916666666666667,-2.1666666666666616,-0.6666666666666634,0.33333333333333653,-1.666666666666662,-0.16666666666666968,-1.16666666666667,0.33333333333333237,1.8333333333333315,-0.3333333333333346
44,14.611111111111114,0.666666666666668,0.16666666666667163,0.3333333333333375,-0.16666666666666652,-8.881784197001252e-16,-0.8333333333333327,-0.3333333333333339,0.1666666666666646,0.1666666666666663,1.3322676295501878e-15,-0.16666666666666619,-4.250000000000002
46,6.138888888888891,-0.4999999999999972,0.6666666666666693,0.4166666666666663,-1.1666666666666676,-2.166666666666669,0.16666666666666302,1.4999999999999973,0.16666666666666857,0.5000000000000029,8.881784197001252e-16,0.16666666666666796,-0.5833333333333346
48,1.2222222222222228,0.16666666666666485,-6.661338147750939e-16,7.66666666666667,0.3333333333333354,0.8333333333333348,0.5,-0.3333333333333335,-1.166666666666666,-1.1666666666666674,0.8333333333333346,0.3333333333333328,-0.666666666666668
52,8.305555555555557,-1.0000000000000013,-1.833333333333332,1.4166666666666692,-1.1666666666666687,0.8333333333333326,0.5000000000000066,1.6666666666666727,0.333333333333327,1.3333333333333282,-0.6666666666666647,-0.6666666666666636,-2.833333333333334
57,-0.6666666666666683,2.4999999999999987,2.499999999999999,5.000000000000002,-0.8333333333333285,-1.1666666666666639,1.8333333333333315,0.16666666666666674,0.666666666666669,-0.16666666666666546,0.16666666666666496,1.3333333333333306,-0.8333333333333344
58,8.250000000000002,1.6666666666666679,1.8333333333333357,3.250000000000003,-1.9999999999999982,-2.5000000000000013,2.1666666666666634,2.3333333333333326,-0.8333333333333335,-0.6666666666666667,-3.166666666666666,-1.8333333333333335,-1.5000000000000013
63,5.805555555555559,-0.833333333333331,-0.9999999999999971,0.9166666666666683,0.6666666666666674,-1.4999999999999998,-0.5000000000000089,-0.8333333333333413,0.3333333333333395,-1.1666666666666603,-0.5000000000000033,-0.8333333333333366,-0.0833333333333342
65,4.861111111111111,1.1666666666666663,1.1666666666666667,3.5833333333333366,-0.4999999999999986,-0.6666666666666674,0.6666666666666652,0.6666666666666662,-0.4999999999999998,-0.1666666666666663,-0.49999999999999956,-0.16666666666666688,-2.3869795029440866e-15
